lat,lng,state,name,address,phone,email,website,contact_person,evitp_listing_url,source,scraped_at
32.318231,-86.902298,alabama,"Iteris, Inc.","Alabama, USA",6576528288,bakerley@iteris.com,https://www.iteris.com/,Brian Akerley,https://evitp.org/alabama/listing/iteris-inc,evitp.org,2026-08-31
32.399434,-86.361221,alabama,"J.Ranck Electric, Inc.","Alabama, USA",9312074354,swalker@jranck.com,https://www.jranck.com/,Scott Walker,https://evitp.org/alabama/listing/j-ranck-electric-inc,evitp.org,2026-08-31
32.318231,-86.902298,alabama,Lightserve Corp,"Alabama, USA",2057323766,andrew.honeycutt@light-serve.com,https://www.light-serve.com/,Andrew Honeycutt,https://evitp.org/alabama/listing/lightserve-corp,evitp.org,2026-08-31
32.318231,-86.902298,alabama,Matrix NAC,"Alabama, USA",6108769292,stevenlamastra@matrixservicecompany.com,https://www.matrixnac.com/,Steven LaMastra,https://evitp.org/alabama/listing/matrix-nac,evitp.org,2026-08-31
33.294181,-86.798801,alabama,Miller Electric Company,"200 Commerce Drive , Pelham, AL, 35124 USA",9048324423,mhall@mecojax.com,https://www.mecojax.com/,Mike Hall,https://evitp.org/alabama/listing/miller-electric-company,evitp.org,2026-08-31
32.318231,-86.902298,alabama,MSH Electrical Services,"Alabama, USA",6017915286,jason.anders@mshelectrical.com,https://mshproperties-llc.com/,Jason Anders,https://evitp.org/alabama/listing/msh-electrical-services,evitp.org,2026-08-31
32.3774,-86.425766,alabama,New River Electrical Corporation,"Alabama, USA",5405267501,ahartsfield@nrec.net,https://www.newriverelectrical.com/,Jonathan Aaron Hartsfield,https://evitp.org/alabama/listing/new-river-electrical-corporation,evitp.org,2026-08-31
32.318231,-86.902298,alabama,Parsons Electric,"Alabama, USA",7635287670,brad.bacon@pecsolutions.com,https://www.pecsolutions.com/,Brad Bacon,https://evitp.org/alabama/listing/parsons-electric,evitp.org,2026-08-31
32.318231,-86.902298,alabama,"Prime Power Solutions, Inc.","Alabama, USA",7069705548,eshaffer@primeretailservices.com,https://primeretailservices.com/,Robert E. Shaffer,https://evitp.org/alabama/listing/prime-power-solutions-llc,evitp.org,2026-08-31
31.968599,-99.901813,alabama,PrimeTech Automation,"Texas, USA",5804301514,jonnier@primetechtx.com,https://primetechtx.com/,Jonnie Reed,https://evitp.org/alabama/listing/primetech-automation,evitp.org,2026-08-31
32.383199,-86.372208,alabama,SG Energy Solutions,"Alabama, USA",3134028816,dsiders@sgenergysolutions.com,https://www.sg-solutionsgroup.com/,Desmen Siders,https://evitp.org/alabama/listing/sg-energy-solutions,evitp.org,2026-08-31
32.318231,-86.902298,alabama,"Shambaugh and Son, L.P.","Alabama, USA",2604877846,dhearld@shambaugh.com,https://shambaugh.com/,Douglas M. Hearld,https://evitp.org/alabama/listing/shambaugh-and-son-l-p,evitp.org,2026-08-31
34.747801,-87.66446,alabama,"Shoals Electric Company, Inc.","704 Davison Avenue, Muscle Shoals, AL, 35661, USA",2563814146,ftubbs@shoalselectric.com,http://shoalselectric.com/,Frankie J. Tubbs,https://evitp.org/alabama/listing/shoals-electric-company-inc,evitp.org,2026-08-31
32.318231,-86.902298,alabama,The Oscar W. Larson Company,"Alabama, USA",8103974757,justin.spence@owlservices.com,https://www.larsonco.com/+,Justin Spence,https://evitp.org/alabama/listing/the-oscar-w-larson-company,evitp.org,2026-08-31
32.318231,-86.902298,alabama,The State Group Industrial (USA) Limited,"Alabama, USA",5869921572,Michigan.estimating@stategroup.com,https://stategroup.com/,Gino Robinet – Statewide Coordinator,https://evitp.org/alabama/listing/the-state-group,evitp.org,2026-08-31
32.318231,-86.902298,alabama,"Tilson Technology Management, Inc.","Alabama, USA",4343901227,jaman@tilsontech.com,https://tilsontech.com/,Jeffrey Aman,https://evitp.org/alabama/listing/tilson-technology-management-inc,evitp.org,2026-08-31
32.318231,-86.902298,alabama,"Unity Works Solutions, LLC","Alabama, USA",2057323766,andrew.honeycutt@unityws.com,https://unityworkslighting.com/,Andrew Honeycutt,https://evitp.org/alabama/listing/unity-works-solutions-llc,evitp.org,2026-08-31
32.318231,-86.902298,alabama,"Walter J. Barnes Electric Co., Inc.","Alabama, USA",5048351756,info@wjbe.com,http://wjbe.com/,Nick Gagliano,https://evitp.org/alabama/listing/walter-j-barnes-electric-co-inc,evitp.org,2026-08-31
32.318231,-86.902298,alabama,"Weaver Electric, Inc.","Alabama, USA",2282657740,,,Scott F. Smith,https://evitp.org/alabama/listing/weaver-electric-inc,evitp.org,2026-08-31
34.730369,-86.586104,alabama,White Electrical Construction Company,"Huntsville, AL, USA",4233268536,rzink@white-electrical.com,http://www.white-electrical.com/,Rod Zink,https://evitp.org/alabama/listing/white-electrical-construction-company-1,evitp.org,2026-08-31
34.699348,-87.668227,alabama,Williams Electric & Line Construction,"706 U.S. 43, Tuscumbia, AL, 35674, USA",2563830414,ron@williamsele.net,https://williamsele.net/,"Ron Weaver              
             
                             
         
     
 
         
     
     
         
             
                  Redo search when map moved 
             
              
         
     
 
 
 
 
     
         Showing 37 results 
     
  
 
 											 

									 
					 
			 
   
    

	 
		 

			 
	 
		
		 
			 

				
 
			 
			 			  
	   


 
 

 
	   


The Electric Vehicle Infrastructure Training Program (EVITP) provides training and certification for electricians installing electric vehicle supply equipment (EVSE).  
		 		 
			 
					 
			 
			 			  
		 		 
			 
			  Contact Info 			  
	 
		 
			  		 
	 
	  Canada: www.NETCO.org 
 

 
	 
		 
			  		 
	 
	  United States:  EVITP, 811 N. Main Street, Suite 202,                     Royal Oak, MI  48067
 
 

 
	 
		 
			  		 
	 
	   info@evitp.org 
  
		 		 
	 			 
		 
		 
 


 
			 
			 

			
			 

			 
	 
		 Copyright © 2026 EVITP - ALL RIGHTS RESERVED -  TERMS OF USE  	 
	 
			 
 
			 

				 
		 
	 
		 
	 

   
   
 
{""prefetch"":[{""source"":""document"",""where"":{""and"":[{""href_matches"":""/*""},{""not"":{""href_matches"":[""/wp-*.php"",""/wp-admin/*"",""/wp-content/uploads/*"",""/wp-content/*"",""/wp-content/plugins/*"",""/wp-content/themes/siennawp/*"",""/*\\?(.+)""]}},{""not"":{""selector_matches"":""a[rel~=\""nofollow\""]""}},{""not"":{""selector_matches"":"".no-prefetch, .no-prefetch a""}}]},""eagerness"":""conservative""}]}
 
		  
		 
jQuery(document).ready(function($) {
SABAI.init($(""#sabai-content""));
});
   
  
  
  
  
  
  
 
wp.i18n.setLocaleData( { 'text direction\u0004ltr': [ 'ltr' ] } );
//# sourceURL=wp-i18n-js-after
 
  
 
var wpcf7 = {
    ""api"": {
        ""root"": ""https:\/\/evitp.org\/wp-json\/"",
        ""namespace"": ""contact-form-7\/v1""
    }
};
//# sourceURL=contact-form-7-js-before
 
  
 
var cf7appsHoneypotRefill = {""forceRefillOnInit"":""""};
//# sourceURL=cf7apps-honeypot-refill-js-extra
 
  
  
  
 
var mejsL10n = {""language"":""en"",""strings"":{""mejs.download-file"":""Download File"",""mejs.install-flash"":""You are using a browser that does not have Flash player enabled or installed. Please turn on your Flash player plugin or download the latest version from https://get.adobe.com/flashplayer/"",""mejs.fullscreen"":""Fullscreen"",""mejs.play"":""Play"",""mejs.pause"":""Pause"",""mejs.time-slider"":""Time Slider"",""mejs.time-help-text"":""Use Left/Right Arrow keys to advance one second, Up/Down arrows to advance ten seconds."",""mejs.live-broadcast"":""Live Broadcast"",""mejs.volume-help-text"":""Use Up/Down Arrow keys to increase or decrease volume."",""mejs.unmute"":""Unmute"",""mejs.mute"":""Mute"",""mejs.volume-slider"":""Volume Slider"",""mejs.video-player"":""Video Player"",""mejs.audio-player"":""Audio Player"",""mejs.captions-subtitles"":""Captions/Subtitles"",""mejs.captions-chapters"":""Chapters"",""mejs.none"":""None"",""mejs.afrikaans"":""Afrikaans"",""mejs.albanian"":""Albanian"",""mejs.arabic"":""Arabic"",""mejs.belarusian"":""Belarusian"",""mejs.bulgarian"":""Bulgarian"",""mejs.catalan"":""Catalan"",""mejs.chinese"":""Chinese"",""mejs.chinese-simplified"":""Chinese (Simplified)"",""mejs.chinese-traditional"":""Chinese (Traditional)"",""mejs.croatian"":""Croatian"",""mejs.czech"":""Czech"",""mejs.danish"":""Danish"",""mejs.dutch"":""Dutch"",""mejs.english"":""English"",""mejs.estonian"":""Estonian"",""mejs.filipino"":""Filipino"",""mejs.finnish"":""Finnish"",""mejs.french"":""French"",""mejs.galician"":""Galician"",""mejs.german"":""German"",""mejs.greek"":""Greek"",""mejs.haitian-creole"":""Haitian Creole"",""mejs.hebrew"":""Hebrew"",""mejs.hindi"":""Hindi"",""mejs.hungarian"":""Hungarian"",""mejs.icelandic"":""Icelandic"",""mejs.indonesian"":""Indonesian"",""mejs.irish"":""Irish"",""mejs.italian"":""Italian"",""mejs.japanese"":""Japanese"",""mejs.korean"":""Korean"",""mejs.latvian"":""Latvian"",""mejs.lithuanian"":""Lithuanian"",""mejs.macedonian"":""Macedonian"",""mejs.malay"":""Malay"",""mejs.maltese"":""Maltese"",""mejs.norwegian"":""Norwegian"",""mejs.persian"":""Persian"",""mejs.polish"":""Polish"",""mejs.portuguese"":""Portuguese"",""mejs.romanian"":""Romanian"",""mejs.russian"":""Russian"",""mejs.serbian"":""Serbian"",""mejs.slovak"":""Slovak"",""mejs.slovenian"":""Slovenian"",""mejs.spanish"":""Spanish"",""mejs.swahili"":""Swahili"",""mejs.swedish"":""Swedish"",""mejs.tagalog"":""Tagalog"",""mejs.thai"":""Thai"",""mejs.turkish"":""Turkish"",""mejs.ukrainian"":""Ukrainian"",""mejs.vietnamese"":""Vietnamese"",""mejs.welsh"":""Welsh"",""mejs.yiddish"":""Yiddish""}};
//# sourceURL=mediaelement-core-js-before
 
  
  
 
var _wpmejsSettings = {""pluginPath"":""/wp-includes/js/mediaelement/"",""classPrefix"":""mejs-"",""stretching"":""responsive"",""audioShortcodeLibrary"":""mediaelement"",""videoShortcodeLibrary"":""mediaelement""};
//# sourceURL=mediaelement-js-extra
 
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
 
var mkdfGlobalVars = {""vars"":{""mkdfAddForAdminBar"":0,""mkdfElementAppearAmount"":-150,""mkdfFinishedMessage"":""No more posts"",""mkdfMessage"":""Loading new posts..."",""mkdfTopBarHeight"":42,""mkdfStickyHeaderHeight"":0,""mkdfStickyHeaderTransparencyHeight"":60,""mkdfLogoAreaHeight"":0,""mkdfMenuAreaHeight"":131,""mkdfMobileHeaderHeight"":100}};
var mkdfPerPageVars = {""vars"":{""mkdfStickyScrollAmount"":450,""mkdfStickyScrollAmountFullScreen"":false,""mkdfHeaderTransparencyHeight"":0}};
//# sourceURL=sienna-mikado-modules-js-extra
 
  
  
  
 
var mkdfLike = {""ajaxurl"":""https://evitp.org/wp-admin/admin-ajax.php""};
//# sourceURL=sienna-mikado-like-js-extra
 
  
 
var GEM = {""thankyou"":""Thank you for signing up!"",""thankyou_suppressed"":""Thank you for signing up! Please check your email to confirm your subscription."",""oops"":""Oops! There was a problem. Please try again."",""email"":""Please enter a valid email address."",""required"":""%s is a required field.""};
//# sourceURL=gem-main-js-extra
 
  
  
  
 
var wpcf7_recaptcha = {
    ""sitekey"": ""6LdAGgcgAAAAALmBeuQZgYH6HTEI3KlPBF86-YxA"",
    ""actions"": {
        ""homepage"": ""homepage"",
        ""contactform"": ""contactform""
    }
};
//# sourceURL=wpcf7-recaptcha-js-before
 
  
 
{""baseUrl"":""https://s.w.org/images/core/emoji/17.0.2/72x72/"",""ext"":"".png"",""svgUrl"":""https://s.w.org/images/core/emoji/17.0.2/svg/"",""svgExt"":"".svg"",""source"":{""concatemoji"":""https://evitp.org/wp-includes/js/wp-emoji-release.min.js?ver=7.0.4""}}
 
 
/*! This file is auto-generated */
var e=""script#wp-emoji-settings"",t=document.querySelector(e);if(!(t instanceof HTMLScriptElement))throw new Error(""Element missing: ""+e);const r=JSON.parse(t.text),s=(window._wpemojiSettings=r,""wpEmojiSettingsSupports""),o=[""flag"",""emoji""];function i(e){try{var t={supportTests:e,timestamp:(new Date).valueOf()};sessionStorage.setItem(s,JSON.stringify(t))}catch(e){}}function c(e,t,n){e.clearRect(0,0,e.canvas.width,e.canvas.height),e.fillText(t,0,0);t=new Uint32Array(e.getImageData(0,0,e.canvas.width,e.canvas.height).data);e.clearRect(0,0,e.canvas.width,e.canvas.height),e.fillText(n,0,0);const r=new Uint32Array(e.getImageData(0,0,e.canvas.width,e.canvas.height).data);return t.every((e,t)=>e===r[t])}function p(e,t){e.clearRect(0,0,e.canvas.width,e.canvas.height),e.fillText(t,0,0);var n=e.getImageData(16,16,1,1);for(let e=0;e {o[e]=t(s,e,n,r)}),o}function a(e){var t=document.createElement(""script"");t.src=e,t.defer=!0,document.head.appendChild(t)}r.supports={everything:!0,everythingExceptFlag:!0},new Promise(t=>{let n=function(){try{var e=JSON.parse(sessionStorage.getItem(s));if(""object""==typeof e&&""number""==typeof e.timestamp&&(new Date).valueOf() {i(n=e.data),a.terminate(),t(n)})}catch(e){}i(n=f(o,u,c,p))}t(n)}).then(e=>{for(const n in e)r.supports[n]=e[n],r.supports.everything=r.supports.everything&&r.supports[n],""flag""!==n&&(r.supports.everythingExceptFlag=r.supports.everythingExceptFlag&&r.supports[n]);var t;r.supports.everythingExceptFlag=r.supports.everythingExceptFlag&&!r.supports.flag,r.supports.everything||((t=r.source||{}).concatemoji?a(t.concatemoji):t.wpemoji&&t.twemoji&&(a(t.twemoji),a(t.wpemoji)))});
//# sourceURL=https://evitp.org/wp-includes/js/wp-emoji-loader.min.js
 
 			  
			 
				/* @v3-js:start */
					let c4wp_onloadCallback = function() {
						for ( var i = 0; i   {
						if ( typeof jQuery !== 'undefined' && jQuery( 'input[id*=""c4wp-wc-checkout""]' ).length ) {
							var element = document.createElement('div');
							var html = '     ';
							element.innerHTML = html;
							jQuery( '[class*=""c4wp-wc-checkout""]' ).append( element );
							jQuery( '[class*=""c4wp-wc-checkout""]' ).find('*').off();
							c4wp_onloadCallback();
						}
					});
				/* @v3-js:end */",https://evitp.org/alabama/listing/williams-electric-line-construction,evitp.org,2026-08-31
61.218056,-149.900278,alaska,Miller Electric Company,"AK, USA",9048324423,mhall@mecojax.com,https://www.mecojax.com/,Mike Hall,https://evitp.org/alaska/listing/miller-electric-company,evitp.org,2026-08-31
61.160446,-149.896464,alaska,"Alcan Electrical & Engineering, Inc.","6670 Arctic Spur Road, Anchorage, AK, 99518, USA",9075633787,khill@alcanelectric.com,http://www.alcanelectric.com/,Chrys Fleming,https://evitp.org/alaska/listing/alcan-electrical-engineering-inc,evitp.org,2026-08-31
64.812397,-147.70085,alaska,"Fullford Electric, Inc.","303 East Van Horn Road, Fairbanks, AK, 99701, USA",9074567356,leal@fullfordelectric.com,http://fullfordelectric.com/,Lael Fullford,https://evitp.org/alaska/listing/fullford-electric-inc,evitp.org,2026-08-31
